s	t	MFKC	Jaccard	JaroWinkler
Chaim Topol	Chaim Topol	1.0	1.0	1.0
Bodhidharma	Bodhidharma	1.0	1.0	1.0
Carl Sagan	Mister X	0.2222222222222222	0.0	0.48333333333333334
Aspekt	Aspekt	1.0	1.0	1.0
Louis V, Landgrave of Hesse-Darmstadt	Ludwig V	0.4222222222222222	0.0	0.6121138996138997
Benjamin Lee Whorf	Benjamin Lee Whorf	1.0	1.0	1.0
Charles Evans Hughes	Justice Hughes	0.6470588235294118	0.21428571428571427	0.5494708994708996
Fernando Tobias de Carvalho	Fernando Tobias de Carvalho	1.0	1.0	1.0
Susan Cullen-Ward	Susan Cullen-Ward	1.0	1.0	1.0
Caitlin Clarke	Caitlin Clarke	1.0	1.0	1.0
Kam (rapper)	Kam (rapper)	1.0	1.0	1.0
Bernardo Domínguez	Dominguez	0.7037037037037037	0.22727272727272727	0.38888888888888884
Anders Franzén	Franzen	0.7619047619047619	0.16666666666666666	0.49404761904761907
Louis VI, Landgrave of Hesse-Darmstadt	Louis VI, Landgrave of Hesse-Darmstadt	1.0	1.0	1.0
Aaliyah	Aaliyah	1.0	1.0	1.0
Alaric I	Alaric I	1.0	1.0	1.0
Brian Kernighan	Brian Kernighan	1.0	1.0	1.0
Michael I of Romania	Angelica Kreuger	0.5833333333333334	0.0	0.41944444444444445
Anthony the Great	Anthony the Great	1.0	1.0	1.0
Louis IV, Holy Roman Emperor	Louis IV, Holy Roman Emperor	1.0	1.0	1.0
Alexander Jannaeus	Alexander Jannaeus	1.0	1.0	1.0
Caligula	Caligula	1.0	1.0	1.0
Rosamund Greenwood	Rosamund Greenwood	1.0	1.0	1.0
Amy Grant	Amy Grant	1.0	1.0	1.0
Richard Wagner (novelist)	Richard Wagner	0.8205128205128205	0.5	0.8973333333333334
Shiba Kōkan	Shiba Kokan	0.9090909090909091	0.5714285714285714	0.9575757575757576
Christian, Duke of Saxe-Eisenberg	Christian, Duke of Saxe-Eisenberg	1.0	1.0	1.0
Adam Carolla	Adam Carolla	1.0	1.0	1.0
Agustín de Iturbide y Green	Agustin de Iturbide y Green	0.9814814814814815	0.7931034482758621	0.9333570750237418
Maria of Antioch	Maria of Antioch	1.0	1.0	1.0
Christian, Prince-Elect of Denmark	Christian, Prince-Elect of Denmark	1.0	1.0	1.0
Wallace Fernando Pereira	Wallace Fernando Pereira	1.0	1.0	1.0
Rudolf I of Germany	Rudolf I	0.7407407407407407	0.35	0.8649122807017544
Maximum Capacity	Maximum Capacity	1.0	1.0	1.0
Anthony Hopkins	Anthony Hopkins	1.0	1.0	1.0
Alexander III of Scotland	Alexander III of Scotland	1.0	1.0	1.0
Magnus Olafsson	Magnus Olafsson	1.0	1.0	1.0
Afonso IV of Portugal	Afonso IV of Portugal	1.0	1.0	1.0
Maria Palaiologina Kantakouzene	Maria Palaiologina Kantakouzene	1.0	1.0	1.0
Alexis Korner	Alexis Korner	1.0	1.0	1.0
Beth Phoenix	Phoenix	0.8421052631578947	0.46153846153846156	0.7896825396825397
Afonso III of Portugal	Afonso III of Portugal	1.0	1.0	1.0
Adin Steinsaltz	Adin Steinsaltz	1.0	1.0	1.0
Christian Corrêa Dionisio	Christian Correa Dionisio	0.96	0.7857142857142857	0.9813333333333333
Henry II, Duke of Lorraine	Henry II	0.7058823529411765	0.25925925925925924	0.8384615384615384
Christine Lavin	Christine Lavin	1.0	1.0	1.0
J. W. Marcel Gilbert	J. W. Marcel Gilbert	1.0	1.0	1.0
Barbara Olson	Barbara Olson	1.0	1.0	1.0
Rudolf I of Bohemia	Rudolf I	0.7777777777777778	0.35	0.8649122807017544
Tim (singer)	First Young Min	0.5925925925925926	0.0	0.5166666666666667
Burt Lancaster	Burt Lancaster	1.0	1.0	1.0
Akio Morita	Akio Morita	1.0	1.0	1.0
André Gide	Andre Gide	0.95	0.5384615384615384	0.9533333333333333
Björn Ulvaeus	Bjoern Ulvaeus	0.9259259259259259	0.5882352941176471	0.9413919413919414
Maria of Montferrat	Queen Mary	0.6551724137931034	0.03571428571428571	0.42105263157894735
Maria, wife of Leo III	Maria	0.4074074074074074	0.17391304347826086	0.8196969696969698
Barry Bonds	Barry Bonds	1.0	1.0	1.0
Bill Schelter	Bill Schelter	1.0	1.0	1.0
Francis, Duke of Saxe-Coburg-Saalfeld	Franz	0.2857142857142857	0.07692307692307693	0.7452252252252253
Aeschylus	Aeschylus	1.0	1.0	1.0
Ambrose of Alexandria	Ambrose of Alexandria	1.0	1.0	1.0
Origen	Origen	1.0	1.0	1.0
Albert of Saxony	Albert of Saxony	1.0	1.0	1.0
Alessandro Volta	Alessandro	0.8846153846153846	0.5294117647058824	0.9125
Alfonso Cuarón	Alfonso Cuarón	1.0	1.0	1.0
Attila	Attila the Hun	0.65	0.3333333333333333	0.8666666666666668
Augustus	Sebaste	0.3333333333333333	0.0	0.5119047619047619
Benny Andersson	Benny Andersson	1.0	1.0	1.0
Alfred Jarry	Alfred Jarry	1.0	1.0	1.0
Billy Boy (wrestler)	Billy Boy	0.6896551724137931	0.38095238095238093	0.8716666666666667
Faria Alam	Faria Alam	1.0	1.0	1.0
Ricardo Valter da Costa	Ricardo Valter da Costa	1.0	1.0	1.0
Henri Christophe	Christophe	0.8846153846153846	0.5294117647058824	0.8083333333333332
Henry II, Margrave of Meissen	Henry II	0.6756756756756757	0.23333333333333334	0.8310344827586208
Ferdinand I of Portugal	Ferdinand I of Portugal	1.0	1.0	1.0
Job (comics)	Job	0.4666666666666667	0.15384615384615385	0.825
Edna Mae Harris	Edna Mae Harris	1.0	1.0	1.0
Bram Stoker	Dracula's Castle	0.48148148148148145	0.0	0.5890151515151515
Aleister Crowley	To Mega Therion	0.5161290322580645	0.0	0.44861111111111107
Alexander I of Serbia	Alexander I of Serbia	1.0	1.0	1.0
Carl von Clausewitz	Carl von Clausewitz	1.0	1.0	1.0
Mozart Santos Batista Júnior	Mozart Junior	0.8536585365853658	0.28125	0.7728205128205128
Vincent de Bourbon, Count of Guingamp	Vincent de Bourbon, Count of Guingamp	1.0	1.0	1.0
Alan Jay Lerner	Alan Jay Lerner	1.0	1.0	1.0
Ann Widdecombe	Ann Widdecombe	1.0	1.0	1.0
Anaïs Nin	Nin	0.5833333333333334	0.2	0.48148148148148145
Antonius Ariantho	Antonius Ariantho	1.0	1.0	1.0
Philip, Landgrave of Hesse-Philippsthal	Philip, Landgrave of Hesse-Philippsthal	1.0	1.0	1.0
Alexander Jagiellon	Alexander Jagiellon	1.0	1.0	1.0
Babe Ruth	Babe	0.6153846153846154	0.3	0.8703703703703705
Germán Figueroa	Germán Figueroa	1.0	1.0	1.0
David França Oliveira e Silva	David França Oliveira e Silva	1.0	1.0	1.0
Ariel Sharon	Arik	0.4375	0.14285714285714285	0.7666666666666666
Ann Druyan	Ann Druyan	1.0	1.0	1.0
Ahmed al-Haznawi	Ahmed al-Haznawi	1.0	1.0	1.0
Augustin-Louis Cauchy	Augustin-Louis Cauchy	1.0	1.0	1.0
Cliff Norton	Cliff Norton	1.0	1.0	1.0
Macula (footballer)	Macula	0.6	0.25	0.8403508771929825
Bill Haley	Jack Haley	0.75	0.3333333333333333	0.6222222222222222
Raphael (singer)	Raphael	0.6521739130434783	0.35294117647058826	0.86875
Isabella d'Este, Duchess of Parma	Isabella d'Este	0.7916666666666666	0.4117647058823529	0.8727272727272728
Afonso II of Portugal	Afonso II of Portugal	1.0	1.0	1.0
Menasseh Ben Israel	Menasseh Ben Israel	1.0	1.0	1.0
Richard II of England	Richard II of England	1.0	1.0	1.0
André the Giant	André the Giant	1.0	1.0	1.0
Roger Galera Flores	Roger Galera Flores	1.0	1.0	1.0
Aaron	Aaron	1.0	1.0	1.0
Arthur Jensen	Arthur Jensen	1.0	1.0	1.0
David Evans (RAAF officer)	David Evans	0.6756756756756757	0.37037037037037035	0.8653846153846155
Roberto Raviola	Roberto Raviola	1.0	1.0	1.0
August Kekulé	Kekule	0.6842105263157895	0.1875	0.49572649572649574
Dean Martin (politician)	Dean Martin (politician)	1.0	1.0	1.0
Isabella, Duchess of Lorraine	Isabella	0.5675675675675675	0.23333333333333334	0.8310344827586208
Pierre-Henri Simon	Pierre-Henri Simon	1.0	1.0	1.0
Charles Evers	Charles Evers	1.0	1.0	1.0
Tobias (bishop)	Tobias (bishop)	1.0	1.0	1.0
Ferdinand II of León	Ferdinand II of León	1.0	1.0	1.0
Anita Hill	Anita Hill	1.0	1.0	1.0
Damianus	Damianus	1.0	1.0	1.0
Alexander the Great	Alexandrian Empire	0.7567567567567568	0.1935483870967742	0.8070906432748538
Hercule, Duke of Montbazon	Hercule, Duke of Montbazon	1.0	1.0	1.0
Auguste Rodin	Auguste Rodin	1.0	1.0	1.0
August Derleth	August Derleth	1.0	1.0	1.0
Alvin Toffler	Alvin Toffler	1.0	1.0	1.0
Ancus Marcius	Ancus Marcius	1.0	1.0	1.0
Maria Asenina of Bulgaria	Maria Asenina of Bulgaria	1.0	1.0	1.0
Antonio Thomas (wrestler)	Antonio Thomas (wrestler)	1.0	1.0	1.0
Davy (Hampshire cricketer)	Davy (Hampshire cricketer)	1.0	1.0	1.0
Krystyna Rokiczana	Christina Rokiczana	0.8648648648648649	0.4230769230769231	0.7964912280701754
Blake Richards	Blake Richards	1.0	1.0	1.0
Henry II of France	Henry II of France	1.0	1.0	1.0
Ahmed II	Ahmad II	0.875	0.45454545454545453	0.9416666666666667
Maria Gonzaga, Duchess of Montferrat	Maria Gonzaga	0.7346938775510204	0.32432432432432434	0.850925925925926
Archimedes	Archimedes	1.0	1.0	1.0
Brian De Palma	Brian De Palma	1.0	1.0	1.0
Alan Ayckbourn	Virtual Reality (play)	0.5	0.0	0.4004329004329004
Prince Napoléon Bonaparte	Napoléon Joseph Charles Paul Bonaparte	0.8571428571428571	0.3404255319148936	0.6388137009189641
Adam Smith	Adam	0.6428571428571429	0.2727272727272727	0.86
Blaise Pascal	Blaise Pascal	1.0	1.0	1.0
Petit (Portuguese footballer)	Petit (Portuguese footballer)	1.0	1.0	1.0
John Oponjo Benjamin	John Oponjo Benjamin	1.0	1.0	1.0
Jefferson Smith (politician)	Jefferson Smith	0.8604651162790697	0.4827586206896552	0.8916666666666667
Roger José de Noronha Silva	Roger Jose de Noronha Silva	0.9814814814814815	0.8	0.9692545109211775
Georges Rouget	Georges Rouget	1.0	1.0	1.0
André Weil	André Weil	1.0	1.0	1.0
Alberto Giacometti	Alberto Giacometti	1.0	1.0	1.0
Alvar Aalto	Alvar Aalto	1.0	1.0	1.0
Francis (footballer)	Francis	0.5925925925925926	0.2857142857142857	0.8483333333333334
Queen Emma of Hawaii	Emma	0.4166666666666667	0.09090909090909091	0.7333333333333334
Sailor Art Thomas	Sailor Art Thomas	1.0	1.0	1.0
Blind Blake	Blind Blake	1.0	1.0	1.0
Alfred Russel Wallace	Alfred Russel Wallace	1.0	1.0	1.0
Bjørn Lomborg	Bjørn Lomborg	1.0	1.0	1.0
Mary II of England	Cultural depictions of Mary II of England	0.8135593220338984	0.425	0.5142276422764227
Benedict of Nursia	Benedict of Nursia	1.0	1.0	1.0
Arthur Phillip	Arthur Phillip	1.0	1.0	1.0
Dean (rapper)	Dean	0.5882352941176471	0.21428571428571427	0.8384615384615384
Charlie Chaplin	Charlie	0.8636363636363636	0.4	0.8755555555555556
Roberto Júlio de Figueiredo	Roberto Júlio de Figueiredo	1.0	1.0	1.0
Alexey Pajitnov	Alexey Pajitnov	1.0	1.0	1.0
Albert, King of Sweden	Albert	0.5	0.21739130434782608	0.8303030303030302
Christian VI of Denmark	Christian VI of Denmark	1.0	1.0	1.0
Ahab	Ahab	1.0	1.0	1.0
Ahmad Shah Durrani	Abdali	0.4166666666666667	0.0	0.5
Pandora (singer)	Pandora (singer)	1.0	1.0	1.0
Helena (empress)	Helena of Constantinople	0.7	0.17647058823529413	0.7413888888888889
Herman (bishop)	Herman (bishop)	1.0	1.0	1.0
Henry the Lion	Henry XII	0.6521739130434783	0.2777777777777778	0.7888888888888888
Louis XIV of France	Louis of France	0.9117647058823529	0.7	0.9275438596491228
Charles Farrar Browne	Artemus Ward	0.5757575757575758	0.0	0.45634920634920634
Arthur Aikin	Arthur Aikin	1.0	1.0	1.0
Alexios I Komnenos	Alexios I Komnenos	1.0	1.0	1.0
Allen Ginsberg	Ginsberg	0.8181818181818182	0.4666666666666667	0.7321428571428571
Bayezid I	Bayezid I	1.0	1.0	1.0
Jeremy Borash	Jeremy Borash	1.0	1.0	1.0
Abd ar-Rahman II	Abd ar-Rahman II	1.0	1.0	1.0
Britney Spears	Brit	0.5	0.2	0.8333333333333333
Antônio Wilson Vieira Honório	Antonio	0.6111111111111112	0.125	0.7729885057471264
Crowbar (wrestler)	Crowbar	0.68	0.3157894736842105	0.8574074074074074
Adrian Lamo	Adrian Lamo	1.0	1.0	1.0
Abraham	Abraham the Jew	0.6818181818181818	0.375	0.8755555555555556
Susan (Japanese singer)	Susan	0.5714285714285714	0.16666666666666666	0.8173913043478261
Alexander Graham Bell	AGB	0.25	0.0	0.6285714285714286
Bing Crosby	Bing Crosby Productions	0.8529411764705882	0.4166666666666667	0.8782608695652174
R. K. (actor)	R. K.	0.6111111111111112	0.2857142857142857	0.8564102564102564
Albert Sidney Johnston	General Johnston	0.7894736842105263	0.26666666666666666	0.6942640692640693
Ferdinand I of the Two Sicilies	Ferdinand III	0.75	0.29411764705882354	0.813564929693962
Andrew Johnson	Andrew Johnson	1.0	1.0	1.0
Catherine of Siena	Saint Catherine of Siena Parish School	0.9285714285714286	0.4	0.6671539961013645
Jonas Jessue da Silva Júnior	Jonas Jessue da Silva Júnior	1.0	1.0	1.0
Richard II, Duke of Normandy	Richard II, Duke of Normandy	1.0	1.0	1.0
Angilbert	Angilbert	1.0	1.0	1.0
Andy Collins (artist)	Andy Collins	0.8181818181818182	0.5	0.9
Amalasuntha	Amalasuntha	1.0	1.0	1.0
Willard Myron Allen	Willard Myron Allen	1.0	1.0	1.0
Robert Benjamin	Robert Benjamin	1.0	1.0	1.0
Aristophanes	Aristophanes	1.0	1.0	1.0
Michael I of Romania	Michael Kreuger	0.6571428571428571	0.25	0.7511111111111112
Robert II (bishop of Ross)	Robert II	0.7428571428571429	0.2962962962962963	0.8474358974358974
Henry I, Margrave of the Saxon Ostmark	Henry I, Margrave of the Saxon Ostmark	1.0	1.0	1.0
Robert (singer)	Robert (singer)	1.0	1.0	1.0
Bernard of Saxe-Weimar	Bernard of Saxe-Weimar	1.0	1.0	1.0
Charles Farrar Browne	Charles Farrar Browne	1.0	1.0	1.0
Tim (singer)	Tim	0.4666666666666667	0.15384615384615385	0.825
Barry Goldwater	Barry Goldwater	1.0	1.0	1.0
Benjamin Disraeli	Benjamin Disraeli	1.0	1.0	1.0
Dean Martin (footballer, born 1957)	Dean Martin	0.6739130434782609	0.2777777777777778	0.84
Gilberto da Silva Melo	Gilberto da Silva Melo	1.0	1.0	1.0
Buddy Holly	Buddy Holly	1.0	1.0	1.0
Calvin Coolidge	Calvin Coolidge, Jr.	0.8857142857142857	0.6666666666666666	0.9416666666666667
Harris (rapper)	Harris	0.7142857142857143	0.3125	0.86
Colin George	Colin George	1.0	1.0	1.0
Peter Meyer (footballer)	Peter Meyer	0.7428571428571429	0.4166666666666667	0.873611111111111
Claude Shannon	Claude Shannon	1.0	1.0	1.0
Richard E. Wagner	Richard E. Wagner	1.0	1.0	1.0
Cesare Borgia	Cesare Borgia	1.0	1.0	1.0
Bill Oddie	Bill Oddie	1.0	1.0	1.0
Captain America	Captain America Comics	0.9459459459459459	0.6086956521739131	0.9257575757575758
Archduchess Maria Magdalena of Austria (1689–1743)	Archduchess Maria Magdalena of Austria (1689–1743)	1.0	1.0	1.0
Joost van den Vondel	Joost van den Vondel	1.0	1.0	1.0
Christian Oliver	Christian Oliver	1.0	1.0	1.0
Isabella of Cyprus	Isabella of Cyprus	1.0	1.0	1.0
Amos Bronson Alcott	Amos Bronson Alcott	1.0	1.0	1.0
Archduke Charles, Duke of Teschen	Archduke Charles	0.8775510204081632	0.46875	0.8797979797979798
Philip the Apostle	Philip the Apostle	1.0	1.0	1.0
Charles Robert Malden	Charles Robert Malden	1.0	1.0	1.0
Charles Dickens	Charles Dickens	1.0	1.0	1.0
Louis IV, Holy Roman Emperor	Schism of Louis of Bavaria	0.6666666666666666	0.08333333333333333	0.5485347985347985
Christopher Columbus	Colombo	0.5185185185185185	0.038461538461538464	0.5735714285714286
Andy Warhol	Andy Warhol	1.0	1.0	1.0
Alan Turing	Ture	0.4	0.07142857142857142	0.0
Alcuin	Albinus	0.7692307692307693	0.08333333333333333	0.7993650793650794
Alfred Hitchcock	Alfred Hitchcock	1.0	1.0	1.0
Clement Martyn Doke	Clement Martyn Doke	1.0	1.0	1.0
Roger of Worcester	Roger	0.6956521739130435	0.2777777777777778	0.8314814814814815
Alfonso XII of Spain	Alfonso, Prince of Asturias	0.723404255319149	0.20512820512820512	0.7835185185185185
August Kekulé	Friedrich August Kekule von Stradonitz	0.6078431372549019	0.24390243902439024	0.6351776878092666
Dean Martin	Write to Me from Naples	0.6470588235294118	0.0	0.43544137022397894
A. J. Ayer	A. J. Ayer	1.0	1.0	1.0
Karl Werner (footballer)	Karl Werner	0.8	0.4	0.873611111111111
Charles Messier	Charles Messier	1.0	1.0	1.0
Müller (footballer)	Müller	0.64	0.2777777777777778	0.8403508771929825
Albert Schweitzer	Albert Schweitzer	1.0	1.0	1.0
Judith Holofernes	Judith Holofernes	1.0	1.0	1.0
Robert, Archduke of Austria-Este	Robert, Archduke of Austria-Este	1.0	1.0	1.0
John Hogg	John Hogg	1.0	1.0	1.0
Brian Aldiss	Brian Aldiss	1.0	1.0	1.0
Alberto Giacometti	Giacometti	0.8214285714285714	0.47368421052631576	0.7185185185185184
Virgil (wrestler)	Michael Jones	0.4666666666666667	0.0	0.46593765711412766
Vincent van Gogh	Vincent van Gogh	1.0	1.0	1.0
Angeli (cartoonist)	Angeli (cartoonist)	1.0	1.0	1.0
Ricardo (footballer, born 1980)	Ricardo (footballer, born 1980)	1.0	1.0	1.0
Babur	Babur	1.0	1.0	1.0
Alexander the Great	Alexander the Great	1.0	1.0	1.0
Leonardo da Vinci	Leonardo da Vinci	1.0	1.0	1.0
Ferdinand I of Naples	Ferdinand I of Naples	1.0	1.0	1.0
Alhazen	Alhazen	1.0	1.0	1.0
Alex Lifeson	Alex Lifeson	1.0	1.0	1.0
Christian Cage	Captain Charisma	0.8666666666666667	0.07142857142857142	0.6949404761904762
Arthur William à Beckett	Arthur William a Beckett	0.9791666666666666	0.7777777777777778	0.9805555555555556
Frederik de Wit	Frederik de Wit	1.0	1.0	1.0
J.R. (musician)	J.R.	0.42105263157894735	0.1875	0.8288888888888889
George Allen (American football coach)	George Allen	0.72	0.28205128205128205	0.8403508771929825
Eliezer Spiegel	Eliezer Spiegel	1.0	1.0	1.0
Anaximander	Anaximander	1.0	1.0	1.0
Ahuitzotl	Ahuitzotl	1.0	1.0	1.0
Andrew Wiles	Andrew Wiles	1.0	1.0	1.0
Henrique da Silva Coutinho	Henrique da Silva Coutinho	1.0	1.0	1.0
Pee Wee Lambert	Pee Wee Lambert	1.0	1.0	1.0
Cecil B. DeMille	Blount	0.2727272727272727	0.0	0.3194444444444444
William Close	William Close	1.0	1.0	1.0
Marina, Princess of Naples	Marina	0.5	0.19230769230769232	0.8205128205128205
Agnes of Rome	Agnes of Rome	1.0	1.0	1.0
Christian VII of Denmark	Christian VII of Denmark	1.0	1.0	1.0
Jhonatan Bernardo	Mariano Bernardo	0.8484848484848485	0.32	0.7436840120663649
Andrzej Sapkowski	Andrzej Sapkowski	1.0	1.0	1.0
Ben Bova	Ben Bova	1.0	1.0	1.0
Isabella of Aragon, Countess of Urgell	Isabella of Aragon	0.9107142857142857	0.4722222222222222	0.8771929824561404
Bilge Khagan	Bilge Khagan	1.0	1.0	1.0
Elias Ribeiro de Oliveira	Elias Ribeiro de Oliveira	1.0	1.0	1.0
Clara Petacci	Clara Petacci	1.0	1.0	1.0
Personal life of Cicero	Personal life of Marcus Tullius Cicero	0.9180327868852459	0.5789473684210527	0.8825324180015256
Babe Ruth	Babe Ruth Birthplace Museum	0.7777777777777778	0.2857142857142857	0.8444444444444443
Bert Bell	Bert Bell	1.0	1.0	1.0
Albert Spalding	Albert Spalding	1.0	1.0	1.0
Clarence Brown	Clarence Brown	1.0	1.0	1.0
James Adams (Massachusetts politician)	James Adams	0.6530612244897959	0.2564102564102564	0.8342105263157895
Martina (empress)	Martina	0.625	0.3333333333333333	0.8627450980392156
Apollos	Apollos	1.0	1.0	1.0
Kenneth Mitchell (politician)	Kenneth Mitchell (politician)	1.0	1.0	1.0
Cecilia Beaux	Cecilia Beaux	1.0	1.0	1.0
Andrew Jackson	Andrew Jackson	1.0	1.0	1.0
Roberto Jiménez Gago	Roberto Jimenez Gago	0.975	0.7391304347826086	0.9643859649122807
Rudolf I of Germany	Rudolph I of Germany	0.9487179487179487	0.6956521739130435	0.9319785575048734
Afonso V of Portugal	Afonso of Portugal	0.9736842105263158	0.8095238095238095	0.9572222222222222
Antoninus Pius	Antoninus	0.9130434782608695	0.6428571428571429	0.9166666666666666
Bede	Bede	1.0	1.0	1.0
Cem Karaca	Karaca	0.75	0.45454545454545453	0.8666666666666667
Charles Tupper	Tupper	0.7	0.3333333333333333	0.3253968253968254
William II, Elector of Hesse	Wilhelm II	0.6578947368421053	0.11764705882352941	0.7535185185185186
Wolfgang Abraham	Wolfgang Abraham	1.0	1.0	1.0
Simon, Prior of St Andrews	Simon, Prior of St Andrews	1.0	1.0	1.0
Wilhelmina of the Netherlands	Wilhelmina of the Netherlands	1.0	1.0	1.0
Willard Waterman	Willard Waterman	1.0	1.0	1.0
Aung San Suu Kyi	Aung San Suu Kyi	1.0	1.0	1.0
William III of the Netherlands	William III	0.6585365853658537	0.3333333333333333	0.8522222222222222
Thomas C. Cochran (historian)	Thomas C. Cochran	0.8913043478260869	0.5333333333333333	0.903448275862069
Antipope John XXIII	Antipope John	0.84375	0.6	0.9263157894736842
Laurie Davidson	Laurie Davidson	1.0	1.0	1.0
Roberto Fernández Alvarellos	Roberto Fernandez Alvarellos	0.9821428571428571	0.8064516129032258	0.9444444444444444
Arabian Prince	Arabian Prince	1.0	1.0	1.0
Agrippina the Elder	Agrippina the Elder	1.0	1.0	1.0
B. F. Skinner	B. F. Skinner	1.0	1.0	1.0
Bertin	Bertin	1.0	1.0	1.0
Boris Pasternak	Boris Pasternak	1.0	1.0	1.0
Ronald Wallace (politician)	Ronald Wallace	0.8292682926829268	0.4642857142857143	0.8876543209876544
Abel Gómez Moreno	Abel Gómez Moreno	1.0	1.0	1.0
Giordano Bruno	Giordano Bruno	1.0	1.0	1.0
Lewis (baseball)	Lewis	0.5714285714285714	0.23529411764705882	0.8395833333333333
Arnold Schwarzenegger	Arnold Schwarzenegger	1.0	1.0	1.0
Yehoshua Neuwirth	Yehoshua Neuwirth	1.0	1.0	1.0
Godefroy de La Tour d'Auvergne	Godefroy de La Tour d'Auvergne	1.0	1.0	1.0
Martin (Hampshire cricketer)	Martin	0.5588235294117647	0.1724137931034483	0.8166666666666667
Ricardo (footballer, born 1971)	Ricardo López	0.5909090909090909	0.1891891891891892	0.7626137303556658
Claudius	Claudius	1.0	1.0	1.0
Amr Diab	Amr Diab	1.0	1.0	1.0
Irene of Larissa	Irene of Larissa	1.0	1.0	1.0
Anthony Hopkins	Stella Arroyave	0.36666666666666664	0.0	0.38611111111111107
John Donald (Wisconsin politician)	John Donald (Wisconsin politician)	1.0	1.0	1.0
Ariadne (empress)	Ariadne	0.7083333333333334	0.3333333333333333	0.8627450980392156
Constantina (empress)	Constantina (empress)	1.0	1.0	1.0
Alessandro Algardi	Alessandro Algardi	1.0	1.0	1.0
Louis XVI of France	Louis of France	0.9117647058823529	0.7	0.9275438596491228
Wallace Costa Alves	Wallace Costa Alves	1.0	1.0	1.0
